id,hash,message,id_user
367,lololo,me gusta america y a america le gusto,170
368,fkjsfa,vaso,119
369,ashlakak,holamundo,101
370,qoeieiq,vaso,187
371,pumpumpum,me asusta morir,101
372,ashlakak,vaso,118
373,titititin,me gusta america y a america le gusto,119
374,lololo,me gusta america y a america le gusto,156
375,ashlakak,now you see me now you dont,132
376,qoeieiq,holamundo,189
377,qoeieiq,holamundo,103
378,qoeieiq,holamundo,118
379,fkjsfa,now you see me now you dont,146
380,pumpumpum,me asusta morir,140
381,qoeieiq,now you see me now you dont,119
382,pumpumpum,people like boss,107
383,lololo,me asusta morir,109
384,fkjsfa,vaso,105
385,ashlakak,me asusta morir,111
386,fkjsfa,people like boss,160
387,pumpumpum,me asusta morir,136
388,ashlakak,me gusta america y a america le gusto,189
389,lololo,vaso,143
390,lololo,me gusta america y a america le gusto,164
391,titititin,me asusta morir,154
392,fkjsfa,me asusta morir,115
393,pumpumpum,vaso,124
394,pumpumpum,holamundo,147
395,titititin,people like boss,148
396,qoeieiq,me gusta america y a america le gusto,109
397,lololo,me gusta america y a america le gusto,122
398,titititin,holamundo,127
399,titititin,now you see me now you dont,191
400,ashlakak,now you see me now you dont,192
401,qoeieiq,holamundo,132
402,ashlakak,holamundo,140
403,fkjsfa,vaso,158
404,qoeieiq,vaso,135
405,ashlakak,now you see me now you dont,164
406,qoeieiq,now you see me now you dont,184
407,pumpumpum,me gusta america y a america le gusto,138
408,pumpumpum,me gusta america y a america le gusto,187
409,fkjsfa,vaso,105
410,pumpumpum,me asusta morir,170
411,lololo,now you see me now you dont,104
412,titititin,me gusta america y a america le gusto,160
413,fkjsfa,holamundo,151
414,fkjsfa,now you see me now you dont,174
415,pumpumpum,people like boss,140
416,titititin,me gusta america y a america le gusto,124
417,titititin,me asusta morir,158
418,lololo,me asusta morir,171
419,lololo,vaso,127
420,ashlakak,now you see me now you dont,167
421,fkjsfa,me gusta america y a america le gusto,147
422,pumpumpum,vaso,132
423,titititin,now you see me now you dont,105
424,qoeieiq,holamundo,144
425,lololo,now you see me now you dont,106
426,lololo,me asusta morir,193
427,pumpumpum,holamundo,165
428,fkjsfa,holamundo,177
429,titititin,me gusta america y a america le gusto,147
430,lololo,vaso,142
431,qoeieiq,me gusta america y a america le gusto,194
432,fkjsfa,holamundo,162
433,fkjsfa,now you see me now you dont,140
434,pumpumpum,people like boss,124
435,lololo,now you see me now you dont,131
436,pumpumpum,vaso,136
437,lololo,vaso,128
438,titititin,holamundo,155
439,pumpumpum,me gusta america y a america le gusto,115
440,pumpumpum,vaso,192
441,fkjsfa,now you see me now you dont,127
442,ashlakak,holamundo,156
443,titititin,now you see me now you dont,151
444,lololo,vaso,103
445,lololo,now you see me now you dont,189
446,lololo,holamundo,191
447,fkjsfa,me gusta america y a america le gusto,185
448,fkjsfa,holamundo,171
449,fkjsfa,me gusta america y a america le gusto,139
450,lololo,holamundo,185
451,qoeieiq,holamundo,131
452,ashlakak,vaso,169
453,ashlakak,people like boss,113
454,ashlakak,me gusta america y a america le gusto,183
455,pumpumpum,me asusta morir,163
456,titititin,now you see me now you dont,176
457,lololo,people like boss,198
458,lololo,me asusta morir,154
459,lololo,now you see me now you dont,122
460,pumpumpum,people like boss,194
461,qoeieiq,vaso,164
462,ashlakak,holamundo,155
463,lololo,now you see me now you dont,146
464,titititin,me gusta america y a america le gusto,112
465,titititin,people like boss,141
466,pumpumpum,holamundo,168
467,qoeieiq,holamundo,157
468,pumpumpum,holamundo,148
469,titititin,people like boss,195
470,titititin,holamundo,121
471,titititin,vaso,102
472,lololo,me gusta america y a america le gusto,112
473,fkjsfa,people like boss,124
474,ashlakak,me gusta america y a america le gusto,170
475,qoeieiq,vaso,143
476,fkjsfa,holamundo,108
477,ashlakak,me asusta morir,122
478,qoeieiq,me gusta america y a america le gusto,100
479,ashlakak,vaso,129
480,qoeieiq,me gusta america y a america le gusto,119
481,titititin,vaso,169
482,ashlakak,people like boss,194
483,fkjsfa,me asusta morir,137
484,qoeieiq,now you see me now you dont,196
485,ashlakak,me asusta morir,156
486,lololo,now you see me now you dont,145
487,qoeieiq,now you see me now you dont,155
488,ashlakak,me gusta america y a america le gusto,123
489,fkjsfa,holamundo,112
490,ashlakak,vaso,144
491,pumpumpum,people like boss,136
492,titititin,vaso,105
493,qoeieiq,holamundo,156
494,pumpumpum,holamundo,137
495,lololo,now you see me now you dont,102
496,fkjsfa,vaso,142
497,lololo,now you see me now you dont,199
498,qoeieiq,me gusta america y a america le gusto,110
499,pumpumpum,me gusta america y a america le gusto,181
500,qoeieiq,vaso,158
501,qoeieiq,me asusta morir,157
502,ashlakak,me asusta morir,157
503,fkjsfa,people like boss,192
504,lololo,me gusta america y a america le gusto,151
505,pumpumpum,me gusta america y a america le gusto,100
506,fkjsfa,vaso,141
507,ashlakak,me asusta morir,156
508,fkjsfa,me asusta morir,142
509,ashlakak,holamundo,181
510,ashlakak,now you see me now you dont,141
511,pumpumpum,now you see me now you dont,190
512,qoeieiq,now you see me now you dont,142
513,qoeieiq,vaso,166
514,ashlakak,vaso,152
515,qoeieiq,people like boss,115
516,titititin,holamundo,131
517,fkjsfa,now you see me now you dont,134
518,qoeieiq,me asusta morir,172
519,fkjsfa,me asusta morir,113
520,pumpumpum,people like boss,126
521,qoeieiq,vaso,155
522,lololo,me gusta america y a america le gusto,102
523,titititin,people like boss,122
524,lololo,me gusta america y a america le gusto,187
525,titititin,people like boss,144
526,ashlakak,me asusta morir,168
527,lololo,people like boss,154
528,lololo,holamundo,123
529,lololo,vaso,195
530,ashlakak,people like boss,151
531,ashlakak,me asusta morir,111
532,pumpumpum,holamundo,124
533,fkjsfa,vaso,140
534,fkjsfa,people like boss,123
535,qoeieiq,me gusta america y a america le gusto,173
536,titititin,people like boss,195
537,fkjsfa,people like boss,199
538,ashlakak,me asusta morir,120
539,titititin,me asusta morir,196
540,titititin,holamundo,110
541,pumpumpum,now you see me now you dont,127
542,qoeieiq,holamundo,151
543,fkjsfa,now you see me now you dont,142
544,ashlakak,me asusta morir,172
545,qoeieiq,holamundo,147
546,fkjsfa,holamundo,108
547,pumpumpum,holamundo,190
548,ashlakak,people like boss,145
549,pumpumpum,me asusta morir,180
550,titititin,people like boss,130
551,fkjsfa,people like boss,125
552,ashlakak,now you see me now you dont,173
553,ashlakak,me gusta america y a america le gusto,134
554,lololo,people like boss,115
555,ashlakak,people like boss,130
556,ashlakak,vaso,160
557,qoeieiq,people like boss,177
558,fkjsfa,now you see me now you dont,170
559,ashlakak,people like boss,193
560,fkjsfa,me gusta america y a america le gusto,103
561,lololo,now you see me now you dont,107
562,lololo,now you see me now you dont,115
563,titititin,holamundo,168
564,ashlakak,vaso,149
565,pumpumpum,me asusta morir,168
566,fkjsfa,now you see me now you dont,159
567,qoeieiq,vaso,180
568,lololo,me gusta america y a america le gusto,170
569,lololo,vaso,189
570,qoeieiq,vaso,122
571,lololo,me asusta morir,153
572,ashlakak,people like boss,143
573,ashlakak,holamundo,169
574,fkjsfa,vaso,173
575,ashlakak,me asusta morir,181
576,pumpumpum,people like boss,112
577,ashlakak,people like boss,164
578,pumpumpum,people like boss,129
579,lololo,holamundo,198
580,pumpumpum,holamundo,159
581,titititin,vaso,111
582,qoeieiq,me gusta america y a america le gusto,116
583,ashlakak,me asusta morir,197
584,titititin,me asusta morir,156
585,titititin,now you see me now you dont,187
586,ashlakak,me asusta morir,179
587,fkjsfa,me asusta morir,101
588,lololo,vaso,157
589,pumpumpum,holamundo,188
590,titititin,now you see me now you dont,163
591,titititin,me gusta america y a america le gusto,123
592,pumpumpum,me asusta morir,195
593,pumpumpum,me gusta america y a america le gusto,173
594,qoeieiq,people like boss,157
595,ashlakak,now you see me now you dont,151
596,qoeieiq,me asusta morir,196
597,ashlakak,vaso,149
598,titititin,vaso,116
599,fkjsfa,me gusta america y a america le gusto,103
600,ashlakak,me gusta america y a america le gusto,197
601,lololo,holamundo,102
602,fkjsfa,people like boss,177
603,titititin,holamundo,123
604,pumpumpum,vaso,108
605,ashlakak,me gusta america y a america le gusto,135
606,qoeieiq,vaso,145
607,qoeieiq,vaso,125
608,lololo,me asusta morir,193
609,ashlakak,holamundo,107
610,lololo,vaso,161
611,qoeieiq,now you see me now you dont,175
612,pumpumpum,people like boss,158
613,lololo,now you see me now you dont,164
614,lololo,holamundo,145
615,ashlakak,me gusta america y a america le gusto,102
616,lololo,now you see me now you dont,130
617,lololo,holamundo,179
618,fkjsfa,people like boss,114
619,pumpumpum,now you see me now you dont,113
620,lololo,me gusta america y a america le gusto,166
621,lololo,me gusta america y a america le gusto,114
622,titititin,people like boss,193
623,qoeieiq,me asusta morir,117
624,ashlakak,holamundo,144
625,titititin,now you see me now you dont,160
626,fkjsfa,now you see me now you dont,190
627,titititin,me asusta morir,152
628,titititin,people like boss,165
629,lololo,vaso,160
630,pumpumpum,me gusta america y a america le gusto,120
631,pumpumpum,holamundo,185
632,ashlakak,now you see me now you dont,175
633,pumpumpum,me gusta america y a america le gusto,108
634,titititin,people like boss,121
635,qoeieiq,me gusta america y a america le gusto,128
636,ashlakak,me asusta morir,193
637,lololo,vaso,184
638,pumpumpum,me asusta morir,116
639,ashlakak,me asusta morir,191
640,pumpumpum,vaso,117
641,pumpumpum,me asusta morir,187
642,fkjsfa,now you see me now you dont,163
643,titititin,me asusta morir,139
644,lololo,people like boss,195
645,pumpumpum,me gusta america y a america le gusto,122
646,ashlakak,holamundo,196
647,lololo,vaso,199
648,pumpumpum,me asusta morir,184
649,ashlakak,people like boss,174
650,fkjsfa,me gusta america y a america le gusto,110
651,titititin,now you see me now you dont,127
652,fkjsfa,vaso,168
653,fkjsfa,holamundo,164
654,lololo,vaso,154
655,pumpumpum,me gusta america y a america le gusto,172
656,ashlakak,me gusta america y a america le gusto,119
657,pumpumpum,people like boss,141
658,pumpumpum,me gusta america y a america le gusto,139
659,titititin,me gusta america y a america le gusto,119
660,fkjsfa,vaso,144
661,lololo,holamundo,155
662,ashlakak,vaso,113
663,titititin,holamundo,178
664,titititin,vaso,184
665,lololo,me asusta morir,198
666,fkjsfa,me asusta morir,138
667,fkjsfa,holamundo,187
668,fkjsfa,holamundo,139
669,ashlakak,me gusta america y a america le gusto,137
670,titititin,people like boss,138
671,qoeieiq,holamundo,139
672,fkjsfa,vaso,136
673,qoeieiq,vaso,170
674,qoeieiq,now you see me now you dont,147
675,titititin,now you see me now you dont,194
676,titititin,people like boss,100
677,ashlakak,now you see me now you dont,169
678,pumpumpum,people like boss,148
679,ashlakak,vaso,123
680,pumpumpum,people like boss,199
681,fkjsfa,vaso,181
682,fkjsfa,now you see me now you dont,163
683,titititin,vaso,108
684,qoeieiq,holamundo,140
685,qoeieiq,holamundo,120
686,qoeieiq,vaso,145
687,titititin,me asusta morir,151
688,ashlakak,now you see me now you dont,175
689,ashlakak,people like boss,154
690,qoeieiq,now you see me now you dont,189
691,fkjsfa,now you see me now you dont,140
692,fkjsfa,now you see me now you dont,155
693,fkjsfa,me asusta morir,185
694,qoeieiq,me gusta america y a america le gusto,123
695,fkjsfa,me asusta morir,197
696,pumpumpum,vaso,168
697,pumpumpum,holamundo,115
698,pumpumpum,vaso,114
699,qoeieiq,me gusta america y a america le gusto,120
700,fkjsfa,me gusta america y a america le gusto,172
701,qoeieiq,me gusta america y a america le gusto,122
702,ashlakak,holamundo,129
703,titititin,me gusta america y a america le gusto,169
704,pumpumpum,me asusta morir,104
705,pumpumpum,vaso,143
706,fkjsfa,me asusta morir,127
707,lololo,people like boss,135
708,lololo,holamundo,146
709,qoeieiq,people like boss,139
710,fkjsfa,me gusta america y a america le gusto,125
711,fkjsfa,me gusta america y a america le gusto,112
712,lololo,me asusta morir,117
713,pumpumpum,now you see me now you dont,109
714,lololo,holamundo,161
715,ashlakak,now you see me now you dont,161
716,fkjsfa,holamundo,196
717,pumpumpum,me gusta america y a america le gusto,118
718,lololo,me asusta morir,170
719,ashlakak,me asusta morir,100
720,lololo,me asusta morir,101
721,qoeieiq,now you see me now you dont,101
722,pumpumpum,me asusta morir,194
723,titititin,vaso,101
724,titititin,vaso,154
725,qoeieiq,now you see me now you dont,106
726,fkjsfa,me gusta america y a america le gusto,128
727,ashlakak,me gusta america y a america le gusto,151
728,fkjsfa,holamundo,171
729,fkjsfa,now you see me now you dont,104
730,fkjsfa,me asusta morir,194
731,qoeieiq,now you see me now you dont,173
732,ashlakak,holamundo,127
733,lololo,people like boss,187
734,ashlakak,me asusta morir,108
735,qoeieiq,people like boss,176
736,qoeieiq,vaso,101
737,ashlakak,now you see me now you dont,110
738,lololo,people like boss,131
739,fkjsfa,holamundo,177
740,lololo,holamundo,137
741,fkjsfa,people like boss,184
742,ashlakak,me asusta morir,185
743,qoeieiq,me asusta morir,199
744,lololo,holamundo,146
745,lololo,holamundo,191
746,ashlakak,me gusta america y a america le gusto,163
747,fkjsfa,people like boss,144
748,qoeieiq,me gusta america y a america le gusto,191
749,ashlakak,people like boss,113
750,pumpumpum,now you see me now you dont,112
751,fkjsfa,now you see me now you dont,125
752,fkjsfa,people like boss,127
753,fkjsfa,vaso,104
754,lololo,vaso,142
755,lololo,people like boss,137
756,fkjsfa,me gusta america y a america le gusto,153
757,ashlakak,vaso,185
758,fkjsfa,now you see me now you dont,198
759,ashlakak,people like boss,181
760,qoeieiq,people like boss,161
761,fkjsfa,me gusta america y a america le gusto,130
762,fkjsfa,now you see me now you dont,163
763,fkjsfa,now you see me now you dont,115
764,ashlakak,me gusta america y a america le gusto,134
765,lololo,holamundo,150
766,fkjsfa,me asusta morir,188
767,lololo,me gusta america y a america le gusto,129
768,ashlakak,me gusta america y a america le gusto,145
769,ashlakak,people like boss,179
770,qoeieiq,now you see me now you dont,133
771,fkjsfa,now you see me now you dont,135
772,fkjsfa,now you see me now you dont,139
773,pumpumpum,now you see me now you dont,129
774,fkjsfa,vaso,143
775,lololo,me gusta america y a america le gusto,182
776,pumpumpum,people like boss,104
777,lololo,me asusta morir,197
778,pumpumpum,now you see me now you dont,180
779,ashlakak,me gusta america y a america le gusto,169
780,titititin,people like boss,148
781,ashlakak,vaso,155
782,fkjsfa,now you see me now you dont,115
783,ashlakak,me gusta america y a america le gusto,116
784,fkjsfa,me asusta morir,170
785,pumpumpum,people like boss,104
786,ashlakak,now you see me now you dont,101
787,fkjsfa,me gusta america y a america le gusto,110
788,qoeieiq,now you see me now you dont,141
789,fkjsfa,holamundo,163
790,titititin,people like boss,104
791,lololo,me gusta america y a america le gusto,190
792,titititin,people like boss,109
793,pumpumpum,people like boss,126
794,pumpumpum,now you see me now you dont,180
795,ashlakak,vaso,157
796,titititin,vaso,128
797,fkjsfa,me asusta morir,129
798,fkjsfa,now you see me now you dont,131
799,titititin,me asusta morir,199
800,qoeieiq,now you see me now you dont,179
801,pumpumpum,holamundo,127
802,lololo,holamundo,144
803,ashlakak,people like boss,117
804,pumpumpum,vaso,167
805,lololo,now you see me now you dont,137
806,pumpumpum,now you see me now you dont,192
807,pumpumpum,people like boss,135
808,ashlakak,me gusta america y a america le gusto,144
809,ashlakak,holamundo,170
810,fkjsfa,now you see me now you dont,169
811,lololo,holamundo,175
812,ashlakak,me gusta america y a america le gusto,182
813,fkjsfa,people like boss,168
814,qoeieiq,vaso,119
815,titititin,people like boss,128
816,qoeieiq,me asusta morir,175
817,ashlakak,people like boss,134
818,pumpumpum,people like boss,190
819,pumpumpum,me gusta america y a america le gusto,161
820,qoeieiq,people like boss,161
821,fkjsfa,now you see me now you dont,146
822,titititin,holamundo,122
823,ashlakak,me asusta morir,120
824,titititin,me gusta america y a america le gusto,124
825,lololo,me asusta morir,148
826,fkjsfa,holamundo,140
827,lololo,me asusta morir,151
828,pumpumpum,vaso,153
829,fkjsfa,now you see me now you dont,101
830,qoeieiq,people like boss,122
831,pumpumpum,people like boss,141
832,ashlakak,me asusta morir,116
833,qoeieiq,vaso,108
834,titititin,people like boss,113
835,titititin,now you see me now you dont,170
836,ashlakak,people like boss,125
837,pumpumpum,holamundo,195
838,ashlakak,me gusta america y a america le gusto,182
839,ashlakak,me asusta morir,141
840,pumpumpum,me gusta america y a america le gusto,165
841,fkjsfa,me gusta america y a america le gusto,128
